NAME,KEYWORD,S,BETX,ALFX,MUX,BETY,ALFY,MUY,X,PX,Y,PY,T,PT,DX,DPX,DY,DPY,WX,PHIX,DMUX,WY,PHIY,DMUY,DDX,DDPX,DDY,DDPY,R11,R12,R21,R22,ENERGY,L,ANGLE,K0L,K0SL,K1L,K1SL,K2L,K2SL,K3L,K3SL,K4L,K4SL,K5L,K5SL,K6L,K6SL,K7L,K7SL,K8L,K8SL,K9L,K9SL,K10L,K10SL,K11L,K11SL,K12L,K12SL,K13L,K13SL,K14L,K14SL,K15L,K15SL,K16L,K16SL,K17L,K17SL,K18L,K18SL,K19L,K19SL,K20L,K20SL,KSI,HKICK,VKICK,TILT,E1,E2,H1,H2,HGAP,FINT,FINTX,VOLT,LAG,FREQ,HARMON,SLOT_ID,ASSEMBLY_ID,MECH_SEP,V_POS,BBCHARGE,XMA,YMA,SIGX,SIGY,LRAD,PARENT,COMMENTS,RE11,RE12,RE13,RE14,RE15,RE16,RE21,RE22,RE23,RE24,RE25,RE26,RE31,RE32,RE33,RE34,RE35,RE36,RE41,RE42,RE43,RE44,RE45,RE46,RE51,RE52,RE53,RE54,RE55,RE56,RE61,RE62,RE63,RE64,RE65,RE66,KMAX,KMIN,CALIB,POLARITY,ALFA,BETA11,BETA12,BETA13,BETA21,BETA22,BETA23,BETA31,BETA32,BETA33,ALFA11,ALFA12,ALFA13,ALFA21,ALFA22,ALFA23,ALFA31,ALFA32,ALFA33,GAMA11,GAMA12,GAMA13,GAMA21,GAMA22,GAMA23,GAMA31,GAMA32,GAMA33,BETA11P,BETA12P,BETA13P,BETA21P,BETA22P,BETA23P,BETA31P,BETA32P,BETA33P,ALFA11P,ALFA12P,ALFA13P,ALFA21P,ALFA22P,ALFA23P,ALFA31P,ALFA32P,ALFA33P,GAMA11P,GAMA12P,GAMA13P,GAMA21P,GAMA22P,GAMA23P,GAMA31P,GAMA32P,GAMA33P,DISP1,DISP2,DISP3,DISP4,DISP1P,DISP2P,DISP3P,DISP4P,DISP1P2,DISP2P2,DISP3P2,DISP4P2,DISP1P3,DISP2P3,DISP3P3,DISP4P3,MU1,MU2,MU3,SIG11,SIG12,SIG13,SIG14,SIG15,SIG16,SIG21,SIG22,SIG23,SIG24,SIG25,SIG26,SIG31,SIG32,SIG33,SIG34,SIG35,SIG36,SIG41,SIG42,SIG43,SIG44,SIG45,SIG46,SIG51,SIG52,SIG53,SIG54,SIG55,SIG56,SIG61,SIG62,SIG63,SIG64,SIG65,SIG66,N1
"QF","QUADRUPOLE",5.29,13.28696806,1.214963362,0.1306027215,5.106630523,0.1554100993,0.09829358478,0,0,0,0,0,0,0.1286084922,-0.02218061396,0,0,25.18287841,0.2304870926,-2.706458935,25.7856933,0.6450120546,2.153742397,-91.20994555,8.164238177,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,0.3919195619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04966300727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.328696806e-05,-1.214963362e-06,0,0,0,0,-1.214963362e-06,1.863582392e-07,0,0,0,0,0,0,5.106630523e-06,-1.554100993e-07,0,0,0,0,-1.554100993e-07,2.005534362e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O2","DRIFT",6.24,11.14672598,1.037923035,0.1430392505,4.992350811,-0.03511566508,0.1284181133,0,0,0,0,0,0,0.1075369089,-0.02218061396,0,0,25.16791875,0.2539385186,-2.737632518,25.55810341,0.7047413682,2.465147701,-83.42709514,8.164238177,0,0,-0,-0,-0,-0,298.7070812,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04966368594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114672598e-05,-1.037923035e-06,0,0,0,0,-1.037923035e-06,1.863582392e-07,0,0,0,0,0,0,4.992350811e-06,3.511566508e-08,0,0,0,0,3.511566508e-08,2.005534362e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BH","SBEND",8.44,7.276416643,0.7068155249,0.1821506133,6.121803608,-0.4784878911,0.1935575461,0,0,0,0,0,0,0.2771228418,0.176032516,0,0,25.08157321,0.328619958,-2.53780372,25.11119057,0.8335544543,2.191095186,-64.77951354,8.946978344,0,0,-0,-0,-0,-0,298.7070812,2.2,0.1570796327,0.1570796327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SBEND","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04971328496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.276416643e-06,-7.068155249e-07,0,0,-1.604184965e-06,0,-7.068155249e-07,2.060888291e-07,0,0,1.85993975e-07,0,0,0,6.121803608e-06,4.784878911e-07,0,0,0,0,4.784878911e-07,2.007497693e-07,0,0,-1.604184965e-06,1.85993975e-07,0,0,3.602862195e-07,0,0,0,0,0,0,0,0
"O3","DRIFT",9.14,6.387858435,0.5625533445,0.1985205791,6.890054043,-0.6190127296,0.2107450034,0,0,0,0,0,0,0.400345603,0.176032516,0,0,25.05410452,0.3602070417,-2.329651134,24.94433578,0.8675191913,1.915695844,-58.67349136,8.946978344,0,0,-0,-0,-0,-0,298.7070812,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04970931622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.387858435e-06,-5.625533445e-07,0,0,-1.473989182e-06,0,-5.625533445e-07,2.060888291e-07,0,0,1.85993975e-07,0,0,0,6.890054043e-06,6.190127296e-07,0,0,0,0,6.190127296e-07,2.007497693e-07,0,0,-1.473989182e-06,1.85993975e-07,0,0,3.602862195e-07,0,0,0,0,0,0,0,0
"BH","SBEND",11.34,4.786110235,0.1595160316,0.2633644242,10.59228132,-1.064525617,0.2521982175,0,0,0,0,0,0,1.00060441,0.3685348176,0,0,24.85809558,0.4862573834,-1.013266668,24.46424167,0.9477971235,1.01643747,-39.13889579,9.441213638,0,0,-0,-0,-0,-0,298.7070812,2.2,0.1570796327,0.1570796327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SBEND","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497434578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.786110235e-06,-1.595160316e-07,0,0,-2.036462281e-06,0,-1.595160316e-07,2.142544392e-07,0,0,2.789641671e-07,0,0,0,1.059228132e-05,1.064525617e-06,0,0,0,0,1.064525617e-06,2.013933283e-07,0,0,-2.036462281e-06,2.789641671e-07,0,0,1.079769229e-06,0,0,0,0,0,0,0,0
"O2","DRIFT",12.29,4.676394407,-0.04402568563,0.2955424681,12.79663747,-1.255849279,0.2651994395,0,0,0,0,0,0,1.350712487,0.3685348176,0,0,24.80030298,0.5489944189,-0.2653025116,24.2391979,0.9731908506,0.6932740975,-30.61543063,9.441213638,0,0,-0,-0,-0,-0,298.7070812,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04973218158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.676394407e-06,4.402568563e-08,0,0,-1.771446322e-06,0,4.402568563e-08,2.142544392e-07,0,0,2.789641671e-07,0,0,0,1.279663747e-05,1.255849279e-06,0,0,0,0,1.255849279e-06,2.013933283e-07,0,0,-1.771446322e-06,2.789641671e-07,0,0,1.079769229e-06,0,0,0,0,0,0,0,0
"QD","QUADRUPOLE",12.76,5.711616239,-2.29522988,0.3104971895,11.61222087,3.615554899,0.2711462749,0,0,0,0,0,0,1.658701436,0.962574386,0,0,25.0645138,0.5785765625,0.0577793708,24.37580361,0.984324208,0.5426931822,-29.36947692,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,-0.4009681338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04988727833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.711616239e-06,2.29522988e-06,0,0,-1.805732923e-06,0,2.29522988e-06,1.097426707e-06,0,0,-4.271487405e-07,0,0,0,1.161222087e-05,-3.615554899e-06,0,0,0,0,-3.615554899e-06,1.21184719e-06,0,0,-1.805732923e-06,-4.271487405e-07,0,0,1.079769229e-06,0,0,0,0,0,0,0,0
"O4","DRIFT",13.025,7.005154865,-2.586047957,0.3171668656,9.781078741,3.294415394,0.2751041287,0,0,0,0,0,0,1.913783648,0.962574386,0,0,25.42289682,0.5925012269,0.1938332173,24.62153197,0.9901173665,0.4409994161,-30.32696734,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04987906268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.005154865e-06,2.586047957e-06,0,0,-1.91892734e-06,0,2.586047957e-06,1.097426707e-06,0,0,-4.271487405e-07,0,0,0,9.781078741e-06,-3.294415394e-06,0,0,0,0,-3.294415394e-06,1.21184719e-06,0,0,-1.91892734e-06,-4.271487405e-07,0,0,1.079769229e-06,0,0,0,0,0,0,0,0
"DIBPM","DRIFT",13.185,7.860784335,-2.761636231,0.3205987446,8.757889104,3.100519843,0.2778556232,0,0,0,0,0,0,2.06779555,0.962574386,0,0,25.63944176,0.5997104558,0.2615764164,24.77198262,0.9943593363,0.3696233416,-30.90507476,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498741023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.860784335e-06,2.761636231e-06,0,0,-1.987271138e-06,0,2.761636231e-06,1.097426707e-06,0,0,-4.271487405e-07,0,0,0,8.757889104e-06,-3.100519843e-06,0,0,0,0,-3.100519843e-06,1.21184719e-06,0,0,-1.987271138e-06,-4.271487405e-07,0,0,1.079769229e-06,0,0,0,0,0,0,0,0
"IBPM","MONITOR",13.185,7.860784335,-2.761636231,0.3205987446,8.757889104,3.100519843,0.2778556232,0,0,0,0,0,0,2.06779555,0.962574386,0,0,25.63944176,0.5997104558,0.2615764164,24.77198262,0.9943593363,0.3696233416,-30.90507476,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MONITOR","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498741023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.860784335e-06,2.761636231e-06,0,0,-1.987271138e-06,0,2.761636231e-06,1.097426707e-06,0,0,-4.271487405e-07,0,0,0,8.757889104e-06,-3.100519843e-06,0,0,0,0,-3.100519843e-06,1.21184719e-06,0,0,-1.987271138e-06,-4.271487405e-07,0,0,1.079769229e-06,0,0,0,0,0,0,0,0
"XY_COR","KICKER",13.185,7.860784335,-2.761636231,0.3205987446,8.757889104,3.100519843,0.2778556232,0,0,0,0,0,0,2.06779555,0.962574386,0,0,25.63944176,0.5997104558,0.2615764164,24.77198262,0.9943593363,0.3696233416,-30.90507476,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KICKER","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498741023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.860784335e-06,2.761636231e-06,0,0,-1.987271138e-06,0,2.761636231e-06,1.097426707e-06,0,0,-4.271487405e-07,0,0,0,8.757889104e-06,-3.100519843e-06,0,0,0,0,-3.100519843e-06,1.21184719e-06,0,0,-1.987271138e-06,-4.271487405e-07,0,0,1.079769229e-06,0,0,0,0,0,0,0,0
"DIBPM","DRIFT",13.345,8.772602053,-2.937224504,0.3236654343,7.796746042,2.906624293,0.2809374685,0,0,0,0,0,0,2.221807451,0.962574386,0,0,25.85610548,0.6061835179,0.3206727807,24.92396955,0.9992773098,0.2891368384,-31.48318218,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04986914191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.772602053e-06,2.937224504e-06,0,0,-2.055614937e-06,0,2.937224504e-06,1.097426707e-06,0,0,-4.271487405e-07,0,0,0,7.796746042e-06,-2.906624293e-06,0,0,0,0,-2.906624293e-06,1.21184719e-06,0,0,-2.055614937e-06,-4.271487405e-07,0,0,1.079769229e-06,0,0,0,0,0,0,0,0
"O4","DRIFT",13.61,10.40639783,-3.228042581,0.3280801961,6.341337135,2.585484788,0.286937061,0,0,0,0,0,0,2.476889664,0.962574386,0,0,26.21520817,0.6155632854,0.4031810262,25.17900258,1.009246593,0.131254063,-32.4406726,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04986092626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.040639783e-05,3.228042581e-06,0,0,-2.168809353e-06,0,3.228042581e-06,1.097426707e-06,0,0,-4.271487405e-07,0,0,0,6.341337135e-06,-2.585484788e-06,0,0,0,0,-2.585484788e-06,1.21184719e-06,0,0,-2.168809353e-06,-4.271487405e-07,0,0,1.079769229e-06,0,0,0,0,0,0,0,0
"QF","QUADRUPOLE",14.08,11.50748439,1.030949024,0.3347097963,5.12747769,0.1538594838,0.3004780954,0,0,0,0,0,0,2.690893898,-0.0659399144,0,0,26.381367,0.6287812801,0.5204004832,25.44125722,1.035433495,-0.2255542587,-30.84604158,10.22831632,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,0.3919195619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04956832588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.150748439e-05,-1.030949024e-06,0,0,-2.166760085e-06,0,-1.030949024e-06,1.792621062e-07,0,0,4.357347595e-07,0,0,0,5.12747769e-06,-1.538594838e-07,0,0,0,0,-1.538594838e-07,1.996445041e-07,0,0,-2.166760085e-06,4.357347595e-07,0,0,1.079769229e-06,0,0,0,0,0,0,0,0
"O5","DRIFT",14.395,10.87577379,0.97448146,0.3391917546,5.050355941,0.09097146496,0.3103362481,0,0,0,0,0,0,2.670122825,-0.0659399144,0,0,26.33342226,0.6380686007,0.5936787183,25.48168128,1.055581738,-0.478753849,-27.59768035,10.22831632,0,0,-0,-0,-0,-0,298.7070812,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04956899487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087577379e-05,-9.7448146e-07,0,0,-2.029503635e-06,0,-9.7448146e-07,1.792621062e-07,0,0,4.357347595e-07,0,0,0,5.050355941e-06,-9.097146496e-08,0,0,0,0,-9.097146496e-08,1.996445041e-07,0,0,-2.029503635e-06,4.357347595e-07,0,0,1.079769229e-06,0,0,0,0,0,0,0,0
"SF","SEXTUPOLE",14.715,10.27046209,0.9171175861,0.3440113593,5.012577801,0.02708522364,0.3204653695,0,0,0,0,0,0,2.649022052,-0.0659399144,0,0,23.76026461,0.3757414045,0.6683621267,24.582393,0.959611898,-0.7318323794,-25.06101242,5.470557567,0,0,-0,-0,-0,-0,298.7070812,0.32,0,0,0,0,0,1.3452608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SEXTUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04956967448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.027046209e-05,-9.171175861e-07,0,0,-1.890068512e-06,0,-9.171175861e-07,1.792621062e-07,0,0,4.357347595e-07,0,0,0,5.012577801e-06,-2.708522364e-08,0,0,0,0,-2.708522364e-08,1.996445041e-07,0,0,-1.890068512e-06,4.357347595e-07,0,0,1.079769229e-06,0,0,0,0,0,0,0,0
"O5","DRIFT",15.03,9.710465297,0.8606500226,0.3490323303,5.015323836,-0.03580279515,0.330470822,0,0,0,0,0,0,2.628250979,-0.0659399144,0,0,23.71381942,0.3854154884,0.7491311682,24.56664424,0.9801311515,-0.9858882867,-23.3113452,5.470557567,0,0,-0,-0,-0,-0,298.7070812,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04957034347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.710465297e-06,-8.606500226e-07,0,0,-1.752812063e-06,0,-8.606500226e-07,1.792621062e-07,0,0,4.357347595e-07,0,0,0,5.015323836e-06,3.580279515e-08,0,0,0,0,3.580279515e-08,1.996445041e-07,0,0,-1.752812063e-06,4.357347595e-07,0,0,1.079769229e-06,0,0,0,0,0,0,0,0
